Clock_rate=1400 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  309.6     4335.1  Chosen kgemm
  211.0     2953.7  Generated kgemm
  189.5     2653.6  kgemmNT
  189.0     2646.0  kgemmTN
  119.8     1677.7  kgemvN
  106.9     1496.6  kgemvT
   99.0     1386.6  kger
   66.4      930.0  N=1600 GEMM
