Clock_rate=2593 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  167.7     4348.8  Chosen kgemm
   88.7     2300.6  Generated kgemm
   62.5     1620.5  kgemmNT
   85.1     2206.9  kgemmTN
   28.6      740.7  kgemvN
   32.3      836.5  kgemvT
   11.6      300.6  kger
  153.1     3970.6  N=1600 GEMM
