Clock_rate=2593 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  169.9     4406.4  Chosen kgemm
   86.8     2249.9  Generated kgemm
   61.1     1585.1  kgemmNT
   72.5     1879.0  kgemmTN
   45.3     1174.5  kgemvN
   43.7     1134.4  kgemvT
   26.5      687.1  kger
  160.6     4164.9  N=1600 GEMM
