Clock_rate=2593 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  327.4     8490.7  Chosen kgemm
   94.4     2447.8  Generated kgemm
   73.7     1911.0  kgemmNT
   85.4     2213.2  kgemmTN
   60.7     1572.8  kgemvN
   57.1     1480.5  kgemvT
   44.1     1144.2  kger
  269.2     6981.4  N=1600 GEMM
