Clock_rate=2100 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  172.8     3628.7  Chosen kgemm
  172.8     3628.7  Generated kgemm
   71.7     1504.8  kgemmNT
  168.7     3542.0  kgemmTN
   75.4     1583.4  kgemvN
   77.5     1626.7  kgemvT
   58.2     1222.4  kger
  156.9     3295.6  N=1600 GEMM
