Clock_rate=2100 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  181.1     3803.0  Chosen kgemm
  154.8     3249.8  Generated kgemm
   79.7     1673.5  kgemmNT
  146.8     3083.3  kgemmTN
   43.6      914.8  kgemvN
   44.0      924.9  kgemvT
   31.4      658.4  kger
  176.3     3701.8  N=1600 GEMM
