Clock_rate=3292 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  194.1     6388.7  Chosen kgemm
  194.1     6388.7  Generated kgemm
  179.5     5908.2  kgemmNT
  171.7     5651.4  kgemmTN
  160.9     5297.1  kgemvN
  160.6     5288.5  kgemvT
  148.2     4879.4  kger
  194.1     6388.9  N=1600 GEMM
