Clock_rate=3292 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  187.8     6183.2  Chosen kgemm
  187.8     6183.2  Generated kgemm
  174.3     5739.4  kgemmNT
  168.6     5550.8  kgemmTN
  156.4     5149.9  kgemvN
  158.1     5205.8  kgemvT
  137.8     4535.0  kger
  187.3     6165.8  N=1600 GEMM
