Clock_rate=900 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  343.3     3089.7  Chosen kgemm
  323.9     2915.1  Generated kgemm
  299.0     2690.9  kgemmNT
  311.2     2800.4  kgemmTN
   56.6      509.0  kgemvN
   96.4      867.9  kgemvT
   39.3      353.6  kger
  333.2     2998.9  N=1600 GEMM
