Clock_rate=900 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  348.5     3136.2  Chosen kgemm
  341.7     3075.5  Generated kgemm
  318.9     2870.5  kgemmNT
  332.3     2990.9  kgemmTN
   60.8      547.3  kgemvN
  111.8     1006.5  kgemvT
   53.1      477.8  kger
  261.0     2348.6  N=1600 GEMM
