Clock_rate=2800 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  165.2     4625.2  Chosen kgemm
   92.9     2599.9  Generated kgemm
   72.1     2018.9  kgemmNT
   82.6     2312.7  kgemmTN
   50.8     1423.7  kgemvN
   58.2     1629.3  kgemvT
   34.2      958.1  kger
  163.2     4568.5  N=1600 GEMM
