Clock_rate=598 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  161.7      966.7  Chosen kgemm
  111.4      666.3  Generated kgemm
   83.9      501.9  kgemmNT
   81.9      489.9  kgemmTN
   22.7      135.8  kgemvN
   24.8      148.6  kgemvT
   14.1       84.1  kger
  155.0      926.7  N=1600 GEMM
