Clock_rate=598 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  141.2      844.3  Chosen kgemm
  118.0      705.8  Generated kgemm
   95.3      569.7  kgemmNT
   86.8      519.1  kgemmTN
   43.3      259.0  kgemvN
   34.7      207.2  kgemvT
   27.9      166.9  kger
  140.3      839.1  N=1600 GEMM
