Clock_rate=598 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  163.4      977.3  Chosen kgemm
  141.9      848.3  Generated kgemm
  100.3      599.6  kgemmNT
   99.9      597.5  kgemmTN
   86.5      517.3  kgemvN
   39.0      233.2  kgemvT
   55.5      332.1  kger
  152.2      910.1  N=1600 GEMM
