Clock_rate=2394 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  574.2    13745.6  Chosen kgemm
  155.9     3733.3  Generated kgemm
  150.6     3605.5  kgemmNT
  154.3     3693.8  kgemmTN
   80.3     1923.3  kgemvN
   82.8     1982.2  kgemvT
   41.7      998.5  kger
  553.2    13243.9  N=1600 GEMM
