Clock_rate=498 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   79.1      394.2  Chosen kgemm
   65.1      324.2  Generated kgemm
   59.5      296.5  kgemmNT
   64.5      321.2  kgemmTN
   19.9       99.1  kgemvN
   27.0      134.4  kgemvT
   10.9       54.4  kger
   77.9      387.7  N=1600 GEMM
