Clock_rate=498 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  171.3      853.3  Chosen kgemm
   77.2      384.4  Generated kgemm
   72.0      358.6  kgemmNT
   72.4      360.5  kgemmTN
   24.2      120.4  kgemvN
   41.4      206.2  kgemvT
   19.6       97.5  kger
  165.3      823.4  N=1600 GEMM
