Clock_rate=498 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  163.4      814.0  Chosen kgemm
   78.5      390.9  Generated kgemm
   68.1      339.2  kgemmNT
   68.8      342.6  kgemmTN
   41.1      204.6  kgemvN
   36.5      181.7  kgemvT
   38.6      192.1  kger
  172.4      858.5  N=1400 GEMM
