Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   82.1     6582.6  Chosen kgemm
   53.7     4300.4  Generated kgemm
   46.9     3755.6  kgemmNT
   53.8     4315.6  kgemmTN
    7.3      588.5  kgemvN
    7.2      579.9  kgemvT
    8.5      677.6  kger
  306.8     6135.5  N=1600 GEMM
