Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  234.1    12345.5  Chosen kgemm
  100.6     5307.3  Generated kgemm
   63.3     3339.9  kgemmNT
  100.3     5289.2  kgemmTN
   21.2     1120.0  kgemvN
   20.9     1103.4  kgemvT
   13.2      696.1  kger
  584.1    11681.4  N=1600 GEMM
