Clock_rate=1795 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  227.3     4079.6  Chosen kgemm
   65.1     1168.8  Generated kgemm
   58.5     1050.5  kgemmNT
   62.7     1125.1  kgemmTN
   74.6     1339.9  kgemvN
   81.4     1461.1  kgemvT
   56.4     1012.0  kger
  219.9     3948.1  N=1600 GEMM
