Clock_rate=1795 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   68.1     1222.6  Chosen kgemm
   68.1     1222.6  Generated kgemm
   56.4     1011.6  kgemmNT
   63.2     1134.1  kgemmTN
   25.5      457.2  kgemvN
   28.1      504.7  kgemvT
   20.3      364.1  kger
   66.7     1196.5  N=1600 GEMM
