Clock_rate=1795 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   67.6     1213.0  Chosen kgemm
   67.6     1213.0  Generated kgemm
   57.3     1028.7  kgemmNT
   69.3     1244.4  kgemmTN
   23.9      429.7  kgemvN
   29.6      531.7  kgemvT
   18.6      333.1  kger
   65.0     1167.0  N=1600 GEMM
