Clock_rate=1795 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  200.0     3589.8  Chosen kgemm
   65.2     1171.0  Generated kgemm
   60.6     1087.1  kgemmNT
   65.6     1177.3  kgemmTN
   62.4     1120.0  kgemvN
   62.4     1120.8  kgemvT
   37.8      678.5  kger
  190.8     3425.4  N=1600 GEMM
