Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   69.4      699.5  Chosen kgemm
   59.6      601.0  Generated kgemm
   52.2      525.9  kgemmNT
   48.8      491.8  kgemmTN
   12.9      130.5  kgemvN
   14.5      146.4  kgemvT
   11.3      113.8  kger
   71.9      719.4  N=1600 GEMM
