Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   71.7     3112.2  Chosen kgemm
   71.7     3112.2  Generated kgemm
   59.8     2592.9  kgemmNT
   71.6     3104.2  kgemmTN
   21.2      920.2  kgemvN
   26.5     1150.3  kgemvT
   15.2      657.3  kger
  144.0     3340.9  N=1600 GEMM
