Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   97.2     4244.8  Chosen kgemm
   89.2     3894.5  Generated kgemm
   66.9     2921.0  kgemmNT
   79.6     3474.7  kgemmTN
   56.2     2454.3  kgemvN
   56.2     2454.3  kgemvT
   44.4     1936.9  kger
  179.1     4155.7  N=1600 GEMM
