Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  746.2     5049.0  Chosen kgemm
  704.0     4763.3  Generated kgemm
  539.7     3651.3  kgemmNT
  674.6     4564.3  kgemmTN
  139.0      940.4  kgemvN
  165.0     1116.6  kgemvT
  138.9      940.0  kger
  290.1     4786.4  N=1600 GEMM
