Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  727.7     4923.4  Chosen kgemm
  699.8     4734.5  Generated kgemm
  372.5     2520.5  kgemmNT
  408.3     2762.3  kgemmTN
  189.7     1283.6  kgemvN
  261.7     1770.5  kgemvT
  203.6     1377.6  kger
  285.8     4716.2  N=1600 GEMM
