Clock_rate=1608 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   84.3     1355.9  Chosen kgemm
   65.6     1054.2  Generated kgemm
   59.2      951.4  kgemmNT
   63.4     1019.1  kgemmTN
   35.9      577.5  kgemvN
   43.0      691.3  kgemvT
   22.0      354.4  kger
   78.6     1263.8  N=1600 GEMM
