Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  242.9     5715.7  Chosen kgemm
  160.5     3778.0  Generated kgemm
  143.2     3369.6  kgemmNT
  142.6     3355.7  kgemmTN
   84.4     1986.3  kgemvN
   61.6     1448.7  kgemvT
   98.4     2316.2  kger
  555.4     5553.6  N=1600 GEMM
