Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  152.0     3614.9  Chosen kgemm
  137.2     3262.2  Generated kgemm
  133.9     3184.2  kgemmNT
  137.2     3261.8  kgemmTN
   38.7      920.2  kgemvN
   38.7      920.2  kgemvT
   38.7      920.2  kger
  353.1     3531.0  N=1600 GEMM
