Clock_rate=3292 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  719.4    23681.0  Chosen kgemm
  202.2     6655.6  Generated kgemm
  162.0     5334.3  kgemmNT
  200.7     6605.9  kgemmTN
  146.8     4833.3  kgemvN
  155.7     5124.6  kgemvT
  118.7     3907.0  kger
  665.4    21905.2  N=1600 GEMM
