Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  119.6     4267.4  Chosen kgemm
   10.3      367.3  Generated kgemm
   41.1     1464.4  kgemmNT
   43.3     1543.2  kgemmTN
   34.4     1227.1  kgemvN
   34.4     1227.1  kgemvT
   51.6     1840.1  kger
  423.7     4661.2  N=1600 GEMM
