Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   94.2     1694.9  Chosen kgemm
   77.4     1393.3  Generated kgemm
   64.8     1165.9  kgemmNT
   60.1     1081.9  kgemmTN
   23.9      430.0  kgemvN
   34.0      611.4  kgemvT
   10.9      196.9  kger
  152.3     1620.4  N=1600 GEMM
