Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
    0.7     1830.8  Chosen kgemm
    0.5     1295.2  Generated kgemm
    0.5     1256.2  kgemmNT
    0.5     1236.1  kgemmTN
    0.1      380.2  kgemvN
    0.2      508.9  kgemvT
    0.1      202.5  kger
  167.3     1779.7  N=1600 GEMM
