Clock_rate=3120 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  265.9     8297.0  Chosen kgemm
  213.5     6661.0  Generated kgemm
  191.4     5971.8  kgemmNT
  184.9     5769.0  kgemmTN
   75.4     2353.3  kgemvN
  112.4     3506.8  kgemvT
   78.5     2449.3  kger
  276.4     8625.0  N=1600 GEMM
