Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   75.0     2674.3  Chosen kgemm
   25.9      924.3  Generated kgemm
   53.0     1892.0  kgemmNT
   55.1     1966.2  kgemmTN
   51.6     1841.4  kgemvN
   51.6     1841.4  kgemvT
   25.8      920.0  kger
  139.6     1186.8  N=1600 GEMM
