Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   75.0     2674.8  Chosen kgemm
   59.8     2134.2  Generated kgemm
   58.0     2068.2  kgemmNT
   62.5     2229.1  kgemmTN
   25.8      920.2  kgemvN
   25.8      920.2  kgemvT
   25.8      920.2  kger
  113.8      967.2  N=1600 GEMM
