Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  112.7      760.4  Chosen kgemm
  112.0      756.2  Generated kgemm
  100.0      674.9  kgemmNT
  107.2      723.2  kgemmTN
   48.6      327.7  kgemvN
   48.3      325.8  kgemvT
   25.5      172.0  kger
  184.3      737.3  N=1400 GEMM
