Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  114.8      774.7  Chosen kgemm
  114.8      774.7  Generated kgemm
  113.1      763.0  kgemmNT
  113.7      767.0  kgemmTN
   63.7      430.0  kgemvN
   69.3      467.5  kgemvT
   58.8      396.5  kger
  192.3      769.1  N=1400 GEMM
