Clock_rate=2672 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  339.7     9076.9  Chosen kgemm
  153.6     4103.8  Generated kgemm
  122.3     3267.1  kgemmNT
  136.4     3645.2  kgemmTN
  124.9     3336.0  kgemvN
  139.7     3733.1  kgemvT
  125.5     3352.7  kger
  329.5     8805.4  N=1600 GEMM
