Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   83.3     6676.2  Chosen kgemm
   59.0     4729.2  Generated kgemm
   42.1     3370.3  kgemmNT
   53.6     4296.2  kgemmTN
   14.3     1144.6  kgemvN
   14.4     1157.9  kgemvT
    8.7      701.2  kger
  318.9     6378.1  N=1600 GEMM
