Clock_rate=2900 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  356.3    10333.0  Chosen kgemm
  185.1     5368.2  Generated kgemm
  150.7     4371.0  kgemmNT
  166.2     4818.6  kgemmTN
  123.3     3576.2  kgemvN
  125.3     3634.0  kgemvT
   94.3     2733.8  kger
  355.2    10300.0  N=1600 GEMM
