Clock_rate=2394 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  355.4     8507.5  Chosen kgemm
  176.1     4216.5  Generated kgemm
  174.6     4179.5  kgemmNT
  167.9     4020.5  kgemmTN
   88.1     2108.6  kgemvN
   90.5     2167.2  kgemvT
   40.4      967.7  kger
  341.8     8183.3  N=1600 GEMM
