Clock_rate=2394 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  611.2    14632.2  Chosen kgemm
  183.0     4381.1  Generated kgemm
  166.6     3989.5  kgemmNT
  178.6     4274.7  kgemmTN
  147.7     3537.0  kgemvN
  156.2     3740.5  kgemvT
   81.7     1954.8  kger
  600.5    14376.1  N=1600 GEMM
