Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   96.5     4213.7  Chosen kgemm
   79.3     3464.8  Generated kgemm
   65.2     2846.5  kgemmNT
   78.8     3440.5  kgemmTN
   34.4     1500.4  kgemvN
   39.3     1714.7  kgemvT
   27.5     1200.2  kger
  179.2     4156.3  N=1600 GEMM
