Clock_rate=2320 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  172.5     4000.8  Chosen kgemm
  139.7     3241.4  Generated kgemm
  127.6     2961.3  kgemmNT
  141.5     3282.1  kgemmTN
   39.4      913.0  kgemvN
   47.6     1105.2  kgemvT
   28.3      656.5  kger
  165.9     3849.6  N=1600 GEMM
