Clock_rate=3292 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
 1134.5    37346.1  Chosen kgemm
  193.2     6360.3  Generated kgemm
  194.1     6390.7  kgemmNT
  192.8     6347.4  kgemmTN
  148.9     4901.9  kgemvN
  152.4     5018.6  kgemvT
  115.7     3809.2  kger
 1079.6    35540.4  N=1600 GEMM
