Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   54.6     1101.0  Chosen kgemm
   54.6     1101.0  Generated kgemm
   39.8      803.5  kgemmNT
   37.9      763.9  kgemmTN
   15.9      321.0  kgemvN
   15.8      319.1  kgemvT
    8.9      180.2  kger
  110.1     1101.5  N=1600 GEMM
