Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   74.9      757.6  Chosen kgemm
   60.5      612.3  Generated kgemm
   50.7      513.0  kgemmNT
   42.9      434.1  kgemmTN
   15.5      156.8  kgemvN
   14.6      147.3  kgemvT
   14.8      149.6  kger
   73.8      738.2  N=1600 GEMM
