Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   59.2     1055.8  Chosen kgemm
   20.2      359.5  Generated kgemm
   18.2      324.6  kgemmNT
   20.1      358.2  kgemmTN
   51.6      920.2  kgemvN
   51.6      920.2  kgemvT
    7.4      131.5  kger
   89.1      979.9  N=1600 GEMM
