Clock_rate=533 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  132.2      704.6  Chosen kgemm
  114.4      609.7  Generated kgemm
  101.2      539.3  kgemmNT
  104.3      556.2  kgemmTN
   59.2      315.6  kgemvN
   50.0      266.7  kgemvT
   34.4      183.5  kger
  128.2      683.3  N=1400 GEMM
