Clock_rate=3000 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
 1763.3    52899.8  Chosen kgemm
  306.6     9197.1  Generated kgemm
  240.8     7224.9  kgemmNT
  319.3     9579.2  kgemmTN
  287.0     8609.2  kgemvN
  291.6     8746.8  kgemvT
  207.5     6224.3  kger
 1750.5    52515.1  N=1600 GEMM
