Clock_rate=3000 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
 1525.0    45750.8  Chosen kgemm
  361.8    10854.4  Generated kgemm
  352.1    10563.1  kgemmNT
  324.0     9718.5  kgemmTN
  446.9    13405.7  kgemvN
  460.0    13800.2  kgemvT
  328.7     9862.0  kger
 1610.4    48310.9  N=1600 GEMM
