Clock_rate=2200 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  180.3     3966.8  Chosen kgemm
  141.4     3111.2  Generated kgemm
  138.1     3037.2  kgemmNT
  137.4     3022.2  kgemmTN
   71.9     1580.9  kgemvN
   52.7     1159.9  kgemvT
   46.8     1030.2  kger
  171.0     3762.9  N=1600 GEMM
