Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  265.3    30333.6  Chosen kgemm
   91.9    10507.7  Generated kgemm
   86.3     9861.8  kgemmNT
   91.3    10438.1  kgemmTN
   80.5     9203.5  kgemvN
    0.0        0.0  kgemvT
   26.8     3066.8  kger
 1157.1    34711.9  N=1600 GEMM
