Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  312.5    35726.2  Chosen kgemm
   91.3    10439.5  Generated kgemm
   87.9    10048.5  kgemmNT
   92.5    10577.4  kgemmTN
   52.5     6001.5  kgemvN
   26.2     3000.8  kgemvT
   26.2     3000.5  kger
 1157.1    34711.9  N=1600 GEMM
