Clock_rate=2247 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  179.0     4022.2  Chosen kgemm
  151.8     3411.4  Generated kgemm
  124.1     2788.5  kgemmNT
  123.1     2766.5  kgemmTN
   52.1     1171.2  kgemvN
   54.8     1232.1  kgemvT
   27.6      619.2  kger
  174.7     3926.4  N=1600 GEMM
