Clock_rate=2801 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  285.4     7995.3  Chosen kgemm
   82.3     2306.3  Generated kgemm
   72.6     2032.7  kgemmNT
   80.8     2262.8  kgemmTN
   40.2     1127.3  kgemvN
   97.0     2715.7  kgemvT
   27.4      766.1  kger
  266.8     7474.0  N=1600 GEMM
