Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  144.9    11116.1  Chosen kgemm
  132.0    10125.8  Generated kgemm
  112.1     8599.3  kgemmNT
  114.0     8741.4  kgemmTN
   55.8     4279.3  kgemvN
   57.4     4398.9  kgemvT
   43.4     3326.3  kger
  454.1    13623.8  N=1600 GEMM
