Clock_rate=0 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
   92.6    21154.4  Chosen kgemm
   28.7     6544.7  Generated kgemm
   30.3     6928.3  kgemmNT
   29.0     6632.1  kgemmTN
   20.7     4717.9  kgemvN
   19.7     4499.4  kgemvT
   17.4     3975.6  kger
  606.6    21535.5  N=1600 GEMM
