Clock_rate=2400 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  350.0     8400.5  Chosen kgemm
  174.6     4189.8  Generated kgemm
  126.8     3042.2  kgemmNT
  166.4     3993.1  kgemmTN
  123.8     2970.1  kgemvN
  127.0     3047.7  kgemvT
   83.5     2004.7  kger
  322.9     7750.6  N=1600 GEMM
