Clock_rate=3120 Mhz
% clock      MFLOP  ROUTINE/PROBLEM
=======  =========  ===============
  603.7    18833.9  Chosen kgemm
  268.4     8373.1  Generated kgemm
  272.6     8506.3  kgemmNT
  278.3     8684.1  kgemmTN
  333.8    10413.3  kgemvN
  359.6    11220.8  kgemvT
  188.3     5875.6  kger
  574.1    17911.2  N=1600 GEMM
